"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 00:00:00";"2";"0";"23";"0,56";"2097152";"79482";"3,79";"0";"0";"22";"0";"0"
"05.11.2015 00:05:00";"2";"0";"22";"0,53";"2097152";"80740";"3,85";"0";"0";"22";"0";"0"
"05.11.2015 00:10:00";"2";"0";"25";"0,59";"2097152";"104648";"4,99";"0";"0";"22";"0";"0"
"05.11.2015 00:15:00";"2";"0";"24";"0,57";"2097152";"82208";"3,92";"0";"0";"22";"0";"0"
"05.11.2015 00:20:00";"2";"0";"21";"0,5";"2097152";"65431";"3,12";"0";"0";"22";"0";"0"
"05.11.2015 00:25:00";"2";"0";"22";"0,54";"2097152";"54316";"2,59";"0";"0";"22";"0";"0"
"05.11.2015 00:30:00";"2";"0";"23";"0,56";"2097152";"58511";"2,79";"0";"0";"22";"0";"0"
"05.11.2015 00:35:00";"2";"0";"21";"0,5";"2097152";"113036";"5,39";"0";"0";"22";"0";"0"
"05.11.2015 00:40:00";"2";"0";"22";"0,53";"2097152";"104648";"4,99";"0";"0";"22";"0";"0"
"05.11.2015 00:45:00";"2";"0";"23";"0,56";"2097152";"96259";"4,59";"0";"0";"22";"0";"0"
"05.11.2015 00:50:00";"2";"0";"21";"0,49";"2097152";"69625";"3,32";"0";"0";"22";"0";"0"
"05.11.2015 00:55:00";"2";"0";"21";"0,5";"2097152";"75288";"3,59";"0";"0";"22";"0";"0"
"05.11.2015 01:00:00";"2";"0";"23";"0,56";"2097152";"59769";"2,85";"0";"0";"22";"0";"0"
"05.11.2015 01:05:00";"2";"0";"23";"0,56";"2097152";"93323";"4,45";"0";"0";"22";"0";"0"
"05.11.2015 01:10:00";"2";"0";"28";"0,68";"2097152";"129814";"6,19";"0";"29";"22";"1";"7"
"05.11.2015 01:15:00";"2";"0";"23";"0,56";"2097152";"111568";"5,32";"0";"0";"22";"0";"0"
"05.11.2015 01:20:00";"2";"0";"22";"0,53";"2097152";"98986";"4,72";"0";"0";"22";"0";"0"
"05.11.2015 01:25:00";"2";"0";"21";"0,5";"2097152";"75288";"3,59";"0";"0";"22";"0";"0"
"05.11.2015 01:30:00";"2";"0";"23";"0,55";"2097152";"66899";"3,19";"0";"0";"22";"0";"0"
"05.11.2015 01:35:00";"2";"0";"23";"0,55";"2097152";"92065";"4,39";"0";"0";"22";"0";"0"
"05.11.2015 01:40:00";"2";"0";"21";"0,5";"2097152";"63963";"3,05";"0";"0";"22";"0";"0"
"05.11.2015 01:45:00";"2";"0";"23";"0,56";"2097152";"75288";"3,59";"0";"0";"22";"0";"0"
"05.11.2015 01:50:00";"2";"0";"22";"0,54";"2097152";"83676";"3,99";"0";"0";"22";"0";"0"
"05.11.2015 01:55:00";"2";"0";"20";"0,49";"2097152";"97518";"4,65";"0";"0";"22";"0";"0"
"05.11.2015 02:00:00";"2";"0";"23";"0,55";"2097152";"96259";"4,59";"0";"0";"22";"0";"0"
"05.11.2015 02:05:00";"2";"0";"23";"0,55";"2097152";"104648";"4,99";"0";"0";"22";"0";"0"
"05.11.2015 02:10:00";"2";"0";"20";"0,49";"2097152";"59769";"2,85";"0";"0";"22";"0";"0"
"05.11.2015 02:15:00";"2";"0";"24";"0,56";"2097152";"71093";"3,39";"0";"0";"22";"0";"0"
"05.11.2015 02:20:00";"2";"0";"23";"0,55";"2097152";"44460";"2,12";"0";"0";"22";"0";"0"
"05.11.2015 02:25:00";"2";"0";"21";"0,49";"2097152";"83676";"3,99";"0";"0";"22";"0";"0"
"05.11.2015 02:30:00";"2";"0";"23";"0,54";"2097152";"87871";"4,19";"0";"0";"22";"0";"0"
"05.11.2015 02:35:00";"2";"0";"23";"0,55";"2097152";"98986";"4,72";"0";"0";"22";"0";"0"
"05.11.2015 02:40:00";"2";"0";"20";"0,49";"2097152";"84935";"4,05";"0";"0";"22";"0";"0"
"05.11.2015 02:45:00";"2";"0";"24";"0,56";"2097152";"94791";"4,52";"0";"0";"22";"0";"0"
"05.11.2015 02:50:00";"2";"0";"22";"0,52";"2097152";"92065";"4,39";"0";"0";"22";"0";"0"
"05.11.2015 02:55:00";"2";"0";"21";"0,5";"2097152";"96259";"4,59";"0";"0";"22";"0";"0"
"05.11.2015 03:00:00";"2";"0";"22";"0,53";"2097152";"71093";"3,39";"0";"0";"22";"0";"0"
"05.11.2015 03:05:00";"2";"0";"24";"0,57";"2097152";"71093";"3,39";"0";"0";"22";"0";"0"
"05.11.2015 03:10:00";"2";"0";"21";"0,5";"2097152";"62705";"2,99";"0";"0";"22";"0";"0"
"05.11.2015 03:15:00";"2";"0";"24";"0,57";"2097152";"80740";"3,85";"0";"0";"22";"0";"0"
"05.11.2015 03:20:00";"2";"0";"23";"0,54";"2097152";"79482";"3,79";"0";"0";"22";"0";"0"
"05.11.2015 03:25:00";"2";"0";"20";"0,49";"2097152";"68157";"3,25";"0";"0";"22";"0";"0"
"05.11.2015 03:30:00";"2";"0";"23";"0,55";"2097152";"72352";"3,45";"0";"0";"22";"0";"0"
"05.11.2015 03:35:00";"2";"0";"23";"0,55";"2097152";"86403";"4,12";"0";"0";"22";"0";"0"
"05.11.2015 03:40:00";"2";"0";"23";"0,55";"2097152";"79482";"3,79";"0";"9";"22";"0";"0"
"05.11.2015 03:45:00";"2";"0";"23";"0,56";"2097152";"72352";"3,45";"0";"0";"22";"0";"0"
"05.11.2015 03:50:00";"2";"0";"22";"0,54";"2097152";"62705";"2,99";"0";"0";"22";"0";"0"
"05.11.2015 03:55:00";"2";"0";"21";"0,51";"2097152";"63963";"3,05";"0";"0";"22";"0";"0"
"05.11.2015 04:00:00";"2";"0";"23";"0,56";"2097152";"80740";"3,85";"0";"0";"22";"0";"0"
"05.11.2015 04:05:00";"2";"0";"23";"0,56";"2097152";"96259";"4,59";"0";"0";"22";"0";"0"
"05.11.2015 04:10:00";"2";"0";"21";"0,5";"2097152";"54316";"2,59";"0";"0";"22";"0";"0"
"05.11.2015 04:15:00";"2";"0";"23";"0,56";"2097152";"86403";"4,12";"0";"0";"22";"0";"0"
"05.11.2015 04:20:00";"2";"0";"22";"0,54";"2097152";"93323";"4,45";"0";"0";"22";"0";"0"
"05.11.2015 04:25:00";"2";"0";"22";"0,52";"2097152";"80740";"3,85";"0";"0";"22";"0";"0"
"05.11.2015 04:30:00";"2";"0";"23";"0,55";"2097152";"68157";"3,25";"0";"0";"22";"0";"0"
"05.11.2015 04:35:00";"2";"0";"23";"0,55";"2097152";"83676";"3,99";"0";"0";"22";"0";"0"
"05.11.2015 04:40:00";"2";"0";"20";"0,49";"2097152";"83676";"3,99";"0";"0";"22";"0";"0"
"05.11.2015 04:45:00";"2";"0";"24";"0,57";"2097152";"100454";"4,79";"0";"0";"22";"0";"0"
"05.11.2015 04:50:00";"2";"0";"23";"0,54";"2097152";"100454";"4,79";"0";"0";"22";"0";"0"
"05.11.2015 04:55:00";"2";"0";"21";"0,5";"2097152";"96259";"4,59";"0";"0";"22";"0";"0"
"05.11.2015 05:00:00";"2";"0";"23";"0,56";"2097152";"71093";"3,39";"0";"0";"22";"0";"0"
"05.11.2015 05:05:00";"2";"0";"24";"0,57";"2097152";"86403";"4,12";"0";"0";"22";"0";"0"
